date,tourney,surface,round,playerA,playerB,rankA,rankB,oddsA,oddsB,score,comment,source_file,gender,winner,playerA_norm,playerB_norm,pA_implied_fair,pB_implied_fair
2000-01-03,Qatar Open,Hard,1st Round,Squillari F.,Siemerink J.,49.0,93,,,,Completed,allyears.csv,M,A,squillari f.,siemerink j.,,
2000-01-03,Qatar Open,Hard,1st Round,Schuettler R.,Sanchez J.,47.0,285,,,,Completed,allyears.csv,M,A,schuettler r.,sanchez j.,,
2000-01-03,Qatar Open,Hard,1st Round,Schalken S.,Diaz J.,44.0,86,,,,Completed,allyears.csv,M,A,schalken s.,diaz j.,,
2000-01-03,Qatar Open,Hard,1st Round,Mirnyi M.,Puerta M.,74.0,101,,,,Completed,allyears.csv,M,A,mirnyi m.,puerta m.,,
2000-01-03,Gold Flake Open,Hard,1st Round,Vanek J.,Ishii Y.,160.0,238,,,,Completed,allyears.csv,M,A,vanek j.,ishii y.,,
2000-01-03,Gold Flake Open,Hard,Semifinals,Golmard J.,Damm M.,38.0,104,,,,Completed,allyears.csv,M,A,golmard j.,damm m.,,
2000-01-03,Gold Flake Open,Hard,1st Round,Stanoytchev O.,Kilderry P.,111.0,342,,,,Completed,allyears.csv,M,A,stanoytchev o.,kilderry p.,,
2000-01-03,Australian Hardcourt Championships,Hard,2nd Round,Henman T.,Lisnard J.,11.0,134,,,,Completed,allyears.csv,M,A,henman t.,lisnard j.,,
2000-01-03,Australian Hardcourt Championships,Hard,2nd Round,Grosjean S.,Gambill J.M.,26.0,58,,,,Completed,allyears.csv,M,A,grosjean s.,gambill j.m.,,
2000-01-03,Australian Hardcourt Championships,Hard,2nd Round,Escude N.,Dosedel S.,40.0,63,,,,Completed,allyears.csv,M,A,escude n.,dosedel s.,,
2000-01-03,Australian Hardcourt Championships,Hard,2nd Round,Enqvist T.,Federer R.,5.0,65,,,,Completed,allyears.csv,M,A,enqvist t.,federer r.,,
2000-01-03,Australian Hardcourt Championships,Hard,1st Round,Vinck C.,Goldstein P.,227.0,88,,,,Completed,allyears.csv,M,A,vinck c.,goldstein p.,,
2000-01-03,Australian Hardcourt Championships,Hard,1st Round,Stoltenberg J.,Hrbaty D.,84.0,20,,,,Completed,allyears.csv,M,A,stoltenberg j.,hrbaty d.,,
2000-01-03,Australian Hardcourt Championships,Hard,1st Round,Sekulov J.,Pozzi G.,142.0,79,,,,Completed,allyears.csv,M,A,sekulov j.,pozzi g.,,
2000-01-03,Australian Hardcourt Championships,Hard,1st Round,Petrovic D.,Huet S.,208.0,122,,,,Completed,allyears.csv,M,A,petrovic d.,huet s.,,
2000-01-03,Australian Hardcourt Championships,Hard,1st Round,Norman M.,Draper S.,15.0,155,,,,Completed,allyears.csv,M,A,norman m.,draper s.,,
2000-01-03,Australian Hardcourt Championships,Hard,1st Round,Martin A.,Spadea V.,55.0,21,,,,Completed,allyears.csv,M,A,martin a.,spadea v.,,
2000-01-03,Australian Hardcourt Championships,Hard,1st Round,Lisnard J.,Tebbutt M.,134.0,351,,,,Completed,allyears.csv,M,A,lisnard j.,tebbutt m.,,
2000-01-03,Gold Flake Open,Hard,1st Round,Tabara M.,Kafelnikov Y.,125.0,2,,,,Completed,allyears.csv,M,A,tabara m.,kafelnikov y.,,
2000-01-03,Australian Hardcourt Championships,Hard,1st Round,Henman T.,Balcells J.,11.0,218,,,,Completed,allyears.csv,M,A,henman t.,balcells j.,,
2000-01-03,Australian Hardcourt Championships,Hard,1st Round,Grosjean S.,Ilie A.,26.0,51,,,,Completed,allyears.csv,M,A,grosjean s.,ilie a.,,
2000-01-03,Australian Hardcourt Championships,Hard,1st Round,Gambill J.M.,Arthurs W.,58.0,105,,,,Completed,allyears.csv,M,A,gambill j.m.,arthurs w.,,
2000-01-03,Australian Hardcourt Championships,Hard,1st Round,Fromberg R.,Woodbridge T.,81.0,198,,,,Completed,allyears.csv,M,A,fromberg r.,woodbridge t.,,
2000-01-03,Australian Hardcourt Championships,Hard,1st Round,Federer R.,Knippschild J.,65.0,87,,,,Completed,allyears.csv,M,A,federer r.,knippschild j.,,
2000-01-03,Australian Hardcourt Championships,Hard,1st Round,Escude N.,Baccanello P.,40.0,655,,,,Completed,allyears.csv,M,A,escude n.,baccanello p.,,
2000-01-03,Australian Hardcourt Championships,Hard,1st Round,Enqvist T.,Clement A.,5.0,56,,,,Completed,allyears.csv,M,A,enqvist t.,clement a.,,
2000-01-03,Australian Hardcourt Championships,Hard,2nd Round,Hewitt L.,Petrovic D.,24.0,208,,,,Completed,allyears.csv,M,A,hewitt l.,petrovic d.,,
2000-01-03,Australian Hardcourt Championships,Hard,2nd Round,Martin A.,Sekulov J.,55.0,142,,,,Completed,allyears.csv,M,A,martin a.,sekulov j.,,
2000-01-03,Australian Hardcourt Championships,Hard,1st Round,Hewitt L.,Woodforde M.,24.0,129,,,,Completed,allyears.csv,M,A,hewitt l.,woodforde m.,,
2000-01-03,Australian Hardcourt Championships,Hard,2nd Round,Stoltenberg J.,Vinck C.,84.0,227,,,,Completed,allyears.csv,M,A,stoltenberg j.,vinck c.,,
2000-01-03,Australian Hardcourt Championships,Hard,2nd Round,Norman M.,Fromberg R.,15.0,81,,,,Completed,allyears.csv,M,A,norman m.,fromberg r.,,
2000-01-03,Gold Flake Open,Hard,1st Round,Sanguinetti D.,Voinea A.,121.0,100,,,,Completed,allyears.csv,M,A,sanguinetti d.,voinea a.,,
2000-01-03,Gold Flake Open,Hard,1st Round,Pioline C.,Ram A.,14.0,414,,,,Completed,allyears.csv,M,A,pioline c.,ram a.,,
2000-01-03,Gold Flake Open,Hard,1st Round,Paes L.,Boutter J.,145.0,137,,,,Completed,allyears.csv,M,A,paes l.,boutter j.,,
2000-01-03,Gold Flake Open,Hard,1st Round,Ketola T.,Ogorodov O.,163.0,135,,,,Completed,allyears.csv,M,A,ketola t.,ogorodov o.,,
2000-01-03,Gold Flake Open,Hard,1st Round,Jonsson F.,Kroslak J.,127.0,103,,,,Completed,allyears.csv,M,A,jonsson f.,kroslak j.,,
2000-01-03,Gold Flake Open,Hard,1st Round,Hantschk M.,Tieleman L.,128.0,89,,,,Completed,allyears.csv,M,A,hantschk m.,tieleman l.,,
2000-01-03,Gold Flake Open,Hard,1st Round,Golmard J.,Spottl M.,38.0,200,,,,Completed,allyears.csv,M,A,golmard j.,spottl m.,,
2000-01-03,Gold Flake Open,Hard,1st Round,Delgado J.,Black B.,162.0,67,,,,Completed,allyears.csv,M,A,delgado j.,black b.,,
2000-01-03,Gold Flake Open,Hard,1st Round,Damm M.,Rochus C.,104.0,120,,,,Completed,allyears.csv,M,A,damm m.,rochus c.,,
2000-01-03,Gold Flake Open,Hard,1st Round,Manta L.,Zib T.,117.0,115,,,,Completed,allyears.csv,M,A,manta l.,zib t.,,
2000-01-03,Gold Flake Open,Hard,1st Round,Agenor R.,Kumar S.,94.0,1198,,,,Completed,allyears.csv,M,A,agenor r.,kumar s.,,
2000-01-03,Australian Hardcourt Championships,Hard,The Final,Hewitt L.,Enqvist T.,24.0,5,,,,Completed,allyears.csv,M,A,hewitt l.,enqvist t.,,
2000-01-03,Australian Hardcourt Championships,Hard,Semifinals,Hewitt L.,Escude N.,24.0,40,,,,Completed,allyears.csv,M,A,hewitt l.,escude n.,,
2000-01-03,Australian Hardcourt Championships,Hard,Semifinals,Enqvist T.,Norman M.,5.0,15,,,,Completed,allyears.csv,M,A,enqvist t.,norman m.,,
2000-01-03,Australian Hardcourt Championships,Hard,Quarterfinals,Norman M.,Martin A.,15.0,55,,,,Completed,allyears.csv,M,A,norman m.,martin a.,,
2000-01-03,Australian Hardcourt Championships,Hard,Quarterfinals,Hewitt L.,Stoltenberg J.,24.0,84,,,,Completed,allyears.csv,M,A,hewitt l.,stoltenberg j.,,
2000-01-03,Australian Hardcourt Championships,Hard,Quarterfinals,Escude N.,Henman T.,40.0,11,,,,Completed,allyears.csv,M,A,escude n.,henman t.,,
2000-01-03,Gold Flake Open,Hard,1st Round,Behrend T.,Popp A.,116.0,124,,,,Completed,allyears.csv,M,A,behrend t.,popp a.,,
2000-01-03,Australian Hardcourt Championships,Hard,Quarterfinals,Enqvist T.,Grosjean S.,5.0,26,,,,Completed,allyears.csv,M,A,enqvist t.,grosjean s.,,
2000-01-10,Sydney International,Hard,1st Round,Vacek D.,Lisnard J.,41.0,127,,,,Completed,allyears.csv,M,A,vacek d.,lisnard j.,,
2000-01-10,Sydney International,Hard,1st Round,Stoltenberg J.,Diaz J.,94.0,84,,,,Completed,allyears.csv,M,A,stoltenberg j.,diaz j.,,
2000-01-10,Sydney International,Hard,1st Round,Martin T.,Medvedev A.,8.0,33,,,,Completed,allyears.csv,M,A,martin t.,medvedev a.,,
2000-01-10,Sydney International,Hard,1st Round,Ljubicic I.,Safin M.,79.0,24,,,,Completed,allyears.csv,M,A,ljubicic i.,safin m.,,
2000-01-10,Sydney International,Hard,1st Round,Lapentti N.,El Aynaoui Y.,7.0,31,,,,Completed,allyears.csv,M,A,lapentti n.,el aynaoui y.,,
2000-01-10,Sydney International,Hard,1st Round,Kucera K.,Damm M.,17.0,88,,,,Completed,allyears.csv,M,A,kucera k.,damm m.,,
2000-01-10,Sydney International,Hard,1st Round,Hrbaty D.,Ullyett K.,23.0,193,,,,Completed,allyears.csv,M,A,hrbaty d.,ullyett k.,,
2000-01-10,Sydney International,Hard,1st Round,Ilie A.,Costa A.,47.0,18,,,,Completed,allyears.csv,M,A,ilie a.,costa a.,,
2000-01-10,Sydney International,Hard,1st Round,Hewitt L.,Grosjean S.,21.0,27,,,,Completed,allyears.csv,M,A,hewitt l.,grosjean s.,,
2000-01-10,Sydney International,Hard,1st Round,Dosedel S.,Woodforde M.,69.0,128,,,,Completed,allyears.csv,M,A,dosedel s.,woodforde m.,,
2000-01-10,Sydney International,Hard,1st Round,Voinea A.,Spadea V.,102.0,20,,,,Completed,allyears.csv,M,A,voinea a.,spadea v.,,
2000-01-10,Sydney International,Hard,1st Round,Corretja A.,Pioline C.,28.0,15,,,,Completed,allyears.csv,M,A,corretja a.,pioline c.,,
2000-01-10,Sydney International,Hard,1st Round,Koubek S.,Meligeni F.,40.0,29,,,,Completed,allyears.csv,M,A,koubek s.,meligeni f.,,
2000-01-10,Sydney International,Hard,2nd Round,Corretja A.,Arazi H.,28.0,42,,,,Completed,allyears.csv,M,A,corretja a.,arazi h.,,
2000-01-10,Sydney International,Hard,Quarterfinals,Ljubicic I.,Kucera K.,79.0,17,,,,Completed,allyears.csv,M,A,ljubicic i.,kucera k.,,
2000-01-10,Sydney International,Hard,2nd Round,Hewitt L.,Clavet F.,21.0,39,,,,Completed,allyears.csv,M,A,hewitt l.,clavet f.,,
2000-01-10,Sydney International,Hard,2nd Round,Kucera K.,Clement A.,17.0,55,,,,Completed,allyears.csv,M,A,kucera k.,clement a.,,
2000-01-10,Sydney International,Hard,2nd Round,Lapentti N.,Koubek S.,7.0,40,,,,Completed,allyears.csv,M,A,lapentti n.,koubek s.,,
2000-01-10,Sydney International,Hard,2nd Round,Ljubicic I.,Martin T.,79.0,8,,,,Completed,allyears.csv,M,A,ljubicic i.,martin t.,,
2000-01-10,Sydney International,Hard,2nd Round,Stoltenberg J.,Hrbaty D.,94.0,23,,,,Completed,allyears.csv,M,A,stoltenberg j.,hrbaty d.,,
2000-01-10,Sydney International,Hard,2nd Round,Voinea A.,Vacek D.,102.0,41,,,,Completed,allyears.csv,M,A,voinea a.,vacek d.,,
2000-01-10,Sydney International,Hard,Quarterfinals,Corretja A.,Dosedel S.,28.0,69,,,,Completed,allyears.csv,M,A,corretja a.,dosedel s.,,
2000-01-10,Sydney International,Hard,Quarterfinals,Hewitt L.,Voinea A.,21.0,102,,,,Completed,allyears.csv,M,A,hewitt l.,voinea a.,,
2000-01-10,Sydney International,Hard,Quarterfinals,Stoltenberg J.,Lapentti N.,94.0,7,,,,Completed,allyears.csv,M,A,stoltenberg j.,lapentti n.,,
2000-01-10,Sydney International,Hard,Semifinals,Hewitt L.,Corretja A.,21.0,28,,,,Completed,allyears.csv,M,A,hewitt l.,corretja a.,,
2000-01-10,Sydney International,Hard,Semifinals,Stoltenberg J.,Ljubicic I.,94.0,79,,,,Completed,allyears.csv,M,A,stoltenberg j.,ljubicic i.,,
2000-01-10,Sydney International,Hard,The Final,Hewitt L.,Stoltenberg J.,21.0,94,,,,Completed,allyears.csv,M,A,hewitt l.,stoltenberg j.,,
2000-01-10,Sydney International,Hard,1st Round,Clement A.,Zabaleta M.,55.0,32,,,,Completed,allyears.csv,M,A,clement a.,zabaleta m.,,
2000-01-10,Sydney International,Hard,2nd Round,Dosedel S.,Ilie A.,69.0,47,,,,Completed,allyears.csv,M,A,dosedel s.,ilie a.,,
2000-01-10,Sydney International,Hard,1st Round,Clavet F.,Kuerten G.,39.0,5,,,,Completed,allyears.csv,M,A,clavet f.,kuerten g.,,
2000-01-10,Heineken Open,Hard,1st Round,van Lottum J.,Woodruff C.,66.0,56,,,,Completed,allyears.csv,M,A,van lottum j.,woodruff c.,,
2000-01-10,Heineken Open,Hard,The Final,Norman M.,Chang M.,14.0,50,,,,Completed,allyears.csv,M,A,norman m.,chang m.,,
2000-01-10,Sydney International,Hard,1st Round,Arazi H.,Mantilla F.,42.0,25,,,,Completed,allyears.csv,M,A,arazi h.,mantilla f.,,
2000-01-10,Heineken Open,Hard,1st Round,Behrend T.,Hantschk M.,115.0,95,,,,Completed,allyears.csv,M,A,behrend t.,hantschk m.,,
2000-01-10,Heineken Open,Hard,1st Round,Chang M.,Black B.,50.0,70,,,,Completed,allyears.csv,M,A,chang m.,black b.,,
2000-01-10,Heineken Open,Hard,1st Round,Ferrero J.C.,Federer R.,45.0,61,,,,Completed,allyears.csv,M,A,ferrero j.c.,federer r.,,
2000-01-10,Heineken Open,Hard,1st Round,Gambill J.M.,Fromberg R.,57.0,80,,,,Completed,allyears.csv,M,A,gambill j.m.,fromberg r.,,
2000-01-10,Heineken Open,Hard,1st Round,Gaudio G.,Sargsian S.,72.0,52,,,,Completed,allyears.csv,M,A,gaudio g.,sargsian s.,,
2000-01-10,Heineken Open,Hard,1st Round,Gustafsson M.,Nielsen M.,60.0,246,,,,Completed,allyears.csv,M,A,gustafsson m.,nielsen m.,,
2000-01-10,Heineken Open,Hard,1st Round,Haas T.,Tarango J.,11.0,63,,,,Completed,allyears.csv,M,A,haas t.,tarango j.,,
2000-01-10,Heineken Open,Hard,1st Round,Johansson T.,Weiner G.,43.0,334,,,,Completed,allyears.csv,M,A,johansson t.,weiner g.,,
2000-01-10,Heineken Open,Hard,1st Round,Martin A.,Berasategui A.,48.0,59,,,,Completed,allyears.csv,M,A,martin a.,berasategui a.,,
2000-01-10,Heineken Open,Hard,1st Round,Norman M.,Costa F.,14.0,149,,,,Completed,allyears.csv,M,A,norman m.,costa f.,,
2000-01-10,Heineken Open,Hard,1st Round,Novak J.,Bjorkman J.,38.0,76,,,,Completed,allyears.csv,M,A,novak j.,bjorkman j.,,
2000-01-10,Heineken Open,Hard,1st Round,Rosset M.,Vicente F.,46.0,53,,,,Completed,allyears.csv,M,A,rosset m.,vicente f.,,
2000-01-10,Heineken Open,Hard,1st Round,Schalken S.,Ivanisevic G.,37.0,68,,,,Completed,allyears.csv,M,A,schalken s.,ivanisevic g.,,
2000-01-10,Heineken Open,Hard,1st Round,Balcells J.,Squillari F.,211.0,49,,,,Completed,allyears.csv,M,A,balcells j.,squillari f.,,
2000-01-10,Heineken Open,Hard,Quarterfinals,Balcells J.,Ferrero J.C.,211.0,45,,,,Completed,allyears.csv,M,A,balcells j.,ferrero j.c.,,
2000-01-10,Heineken Open,Hard,2nd Round,Balcells J.,Haas T.,211.0,11,,,,Completed,allyears.csv,M,A,balcells j.,haas t.,,
2000-01-10,Heineken Open,Hard,2nd Round,Chang M.,Sell M.,50.0,167,,,,Completed,allyears.csv,M,A,chang m.,sell m.,,
2000-01-10,Heineken Open,Hard,2nd Round,Ferrero J.C.,Martin A.,45.0,48,,,,Completed,allyears.csv,M,A,ferrero j.c.,martin a.,,
2000-01-10,Heineken Open,Hard,2nd Round,Gaudio G.,Novak J.,72.0,38,,,,Completed,allyears.csv,M,A,gaudio g.,novak j.,,
2000-01-10,Heineken Open,Hard,2nd Round,Gustafsson M.,Johansson T.,60.0,43,,,,Completed,allyears.csv,M,A,gustafsson m.,johansson t.,,
2000-01-10,Heineken Open,Hard,2nd Round,Norman M.,Gambill J.M.,14.0,57,,,,Completed,allyears.csv,M,A,norman m.,gambill j.m.,,
2000-01-10,Heineken Open,Hard,2nd Round,Rosset M.,van Lottum J.,46.0,66,,,,Completed,allyears.csv,M,A,rosset m.,van lottum j.,,
2000-01-10,Heineken Open,Hard,2nd Round,Schalken S.,Behrend T.,37.0,115,,,,Completed,allyears.csv,M,A,schalken s.,behrend t.,,
2000-01-10,Heineken Open,Hard,1st Round,Sell M.,Escude N.,167.0,34,,,,Completed,allyears.csv,M,A,sell m.,escude n.,,
2000-01-10,Heineken Open,Hard,Quarterfinals,Gaudio G.,Schalken S.,72.0,37,,,,Completed,allyears.csv,M,A,gaudio g.,schalken s.,,
2000-01-10,Heineken Open,Hard,Quarterfinals,Norman M.,Rosset M.,14.0,46,,,,Completed,allyears.csv,M,A,norman m.,rosset m.,,
2000-01-10,Heineken Open,Hard,Semifinals,Chang M.,Balcells J.,50.0,211,,,,Completed,allyears.csv,M,A,chang m.,balcells j.,,
2000-01-10,Heineken Open,Hard,Semifinals,Norman M.,Gaudio G.,14.0,72,,,,Completed,allyears.csv,M,A,norman m.,gaudio g.,,
2000-01-17,Australian Open,Hard,2nd Round,Mirnyi M.,Dupuis A.,67.0,98,,,,Completed,allyears.csv,M,A,mirnyi m.,dupuis a.,,
2000-01-17,Australian Open,Hard,2nd Round,Alami K.,Llodra M.,35.0,263,,,,Completed,allyears.csv,M,A,alami k.,llodra m.,,
2000-01-17,Australian Open,Hard,2nd Round,Kiefer N.,Behrend T.,4.0,106,,,,Completed,allyears.csv,M,A,kiefer n.,behrend t.,,
2000-01-17,Australian Open,Hard,2nd Round,Koubek S.,Stafford G.,43.0,472,,,,Completed,allyears.csv,M,A,koubek s.,stafford g.,,
2000-01-17,Australian Open,Hard,2nd Round,Norman M.,Pozzi G.,11.0,82,,,,Completed,allyears.csv,M,A,norman m.,pozzi g.,,
2000-01-17,Australian Open,Hard,2nd Round,Voinea A.,Portas A.,95.0,91,,,,Completed,allyears.csv,M,A,voinea a.,portas a.,,
2000-01-17,Australian Open,Hard,2nd Round,Rochus C.,Ullyett K.,120.0,182,,,,Completed,allyears.csv,M,A,rochus c.,ullyett k.,,
2000-01-17,Australian Open,Hard,2nd Round,Sampras P.,Tillstrom M.,3.0,79,,,,Completed,allyears.csv,M,A,sampras p.,tillstrom m.,,
2000-01-17,Australian Open,Hard,2nd Round,Squillari F.,Woodforde M.,48.0,126,,,,Completed,allyears.csv,M,A,squillari f.,woodforde m.,,
2000-01-17,Australian Open,Hard,2nd Round,Vicente F.,Martin T.,55.0,9,,,,Completed,allyears.csv,M,A,vicente f.,martin t.,,
2000-01-17,Australian Open,Hard,2nd Round,Vinciguerra A.,Paes L.,99.0,137,,,,Completed,allyears.csv,M,A,vinciguerra a.,paes l.,,
2000-01-17,Australian Open,Hard,2nd Round,Philippoussis M.,Sluiter R.,19.0,166,,,,Completed,allyears.csv,M,A,philippoussis m.,sluiter r.,,
2000-01-17,Australian Open,Hard,2nd Round,Kafelnikov Y.,Vacek D.,2.0,44,,,,Completed,allyears.csv,M,A,kafelnikov y.,vacek d.,,
2000-01-17,Australian Open,Hard,2nd Round,Federer R.,Kroslak J.,62.0,104,,,,Completed,allyears.csv,M,A,federer r.,kroslak j.,,
2000-01-17,Australian Open,Hard,2nd Round,Hewitt L.,Corretja A.,17.0,30,,,,Completed,allyears.csv,M,A,hewitt l.,corretja a.,,
2000-01-17,Australian Open,Hard,2nd Round,Grosjean S.,Hill M.,26.0,238,,,,Completed,allyears.csv,M,A,grosjean s.,hill m.,,
2000-01-17,Australian Open,Hard,2nd Round,Fromberg R.,Pretzsch A.,80.0,115,,,,Completed,allyears.csv,M,A,fromberg r.,pretzsch a.,,
2000-01-17,Australian Open,Hard,2nd Round,Ferrero J.C.,Tieleman L.,40.0,89,,,,Completed,allyears.csv,M,A,ferrero j.c.,tieleman l.,,
2000-01-17,Australian Open,Hard,2nd Round,Ferreira W.,Johansson T.,53.0,42,,,,Completed,allyears.csv,M,A,ferreira w.,johansson t.,,
2000-01-17,Australian Open,Hard,2nd Round,Escude N.,Krajicek R.,34.0,10,,,,Completed,allyears.csv,M,A,escude n.,krajicek r.,,
2000-01-17,Australian Open,Hard,2nd Round,El Aynaoui Y.,Haas T.,29.0,12,,,,Completed,allyears.csv,M,A,el aynaoui y.,haas t.,,
2000-01-17,Australian Open,Hard,2nd Round,Dosedel S.,Srichaphan P.,64.0,102,,,,Completed,allyears.csv,M,A,dosedel s.,srichaphan p.,,
2000-01-17,Australian Open,Hard,2nd Round,Clavet F.,Ivanisevic G.,39.0,70,,,,Completed,allyears.csv,M,A,clavet f.,ivanisevic g.,,
